"순서","시설ID","컨텐츠 명","사용유무","테마 타입","x 좌표","y 좌표","좌표 배열","좌표타입","메인 이미지","새 주소","구 주소","우편번호","국가 지점 번호","테마 명","거리","업데이트 일","등록일","이미지 URL1","이미지 URL2","이미지 URL3","이미지 URL4","이미지 URL5","동영상 URL","음성파일 URL","평가 점수","평가자 인원","상세정보 이름 1","상세정보 값 1","상세정보 이름 2","상세정보 값 2","상세정보 이름 3","상세정보 값 3","상세정보 이름 4","상세정보 값 4","상세정보 이름 5","상세정보 값 5","상세정보 이름 6","상세정보 값 6","상세정보 이름 7","상세정보 값 7","상세정보 이름 8","상세정보 값 8","상세정보 이름 9","상세정보 값 9","상세정보 이름 10","상세정보 값 10"
"995","종로구 공기주입기_016","자전거 공기주입기","사용","일반","127.002439235","37.576787767","[]","Point","","서울특별시 종로구 대학로 60","서울특별시 종로구 연건동 176-3","03100","","자전거 편의시설","3048.697641","2022-01-10 17:51:06","2022-01-10 17:51:06","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"996","종로구 공기주입기_005","자전거 공기주입기","사용","일반","126.972622247","37.575546289","[]","Point","","서울특별시 종로구 사직로8길 31","서울특별시 종로구 내자동 201-11","03169","","자전거 편의시설","1158.325118","2022-01-10 17:41:46","2022-01-10 17:41:46","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"997","은평구_공기주입기_011","자전거 공기주입기","사용","일반","126.917239793","37.611943654","[]","Point","","서울특별시 은평구 연서로 149","서울특별시 은평구 갈현동 530-10","03336","","자전거 편의시설","7473.509332","2022-01-10 15:29:10","2022-01-10 15:29:10","","","","","","","","","","연중","","설치지역","지하철역|","구산역 1번출구","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"998","종로구 공기주입기_004","자전거 공기주입기","사용","일반","126.972980198","37.576176576","[]","Point","","서울특별시 종로구 사직로 125","서울특별시 종로구 적선동 8-5","03044","","자전거 편의시설","1214.821288","2022-01-10 17:41:18","2022-01-10 17:41:18","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"999","종로구 공기주입기_009","자전거 공기주입기","사용","일반","126.961182605","37.572823267","[]","Point","","서울특별시 종로구 사직로 7","서울특별시 종로구 행촌동 171-1","03029","","자전거 편의시설","1605.647468","2022-01-10 17:44:17","2022-01-10 17:44:17","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1000","종로구 공기주입기_023","자전거 공기주입기","사용","일반","127.015076315","37.579654809","[]","Point","","서울특별시 종로구 지봉로 107","서울특별시 종로구 창신동 20-8","03094","","자전거 편의시설","4325.563204","2022-01-10 17:57:49","2022-01-10 17:57:49","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1001","종로구 공기주입기_001","자전거 공기주입기","사용","일반","126.970050515","37.585075458","[]","Point","","서울특별시 종로구 자하문로 101","서울특별시 종로구 청운동 129-1","03032","","자전거 편의시설","2143.469229","2022-01-10 17:38:40","2022-01-10 17:36:00","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1002","종로구 공기주입기_020","자전거 공기주입기","사용","일반","127.010783639","37.571484417","[]","Point","","서울특별시 종로구 종로 294","서울특별시 종로구 창신동 487-4","03119","","자전거 편의시설","3682.639729","2022-01-10 17:54:26","2022-01-10 17:54:26","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1003","종로구 공기주입기_025","자전거 공기주입기","사용","일반","127.022837499","37.576037110","[]","Point","","서울특별시 종로구 보문로 3","서울특별시 종로구 숭인동 1248","03111","","자전거 편의시설","4958.834131","2022-01-10 17:59:16","2022-01-10 17:59:16","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1004","종로구 공기주입기_012","자전거 공기주입기","사용","일반","126.986330747","37.575774612","[]","Point","","서울특별시 종로구 삼일대로 461","서울특별시 종로구 경운동 89-2","03147","","자전거 편의시설","1644.755947","2022-01-10 17:46:58","2022-01-10 17:46:58","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1005","종로구 공기주입기_015","자전거 공기주입기","사용","일반","127.004971010","37.583105578","[]","Point","","서울특별시 종로구 동숭4나길 16","서울특별시 종로구 동숭동 2-61","03085","","자전거 편의시설","3572.045239","2022-01-10 17:49:47","2022-01-10 17:49:47","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1006","종로구 공기주입기_008","자전거 공기주입기","사용","일반","126.957396528","37.599864243","[]","Point","","서울특별시 종로구 홍지문길 2","서울특별시 종로구 홍지동 72-7","03015","","자전거 편의시설","3968.304785","2022-01-10 17:43:40","2022-01-10 17:43:40","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1007","종로구 공기주입기_013","자전거 공기주입기","사용","일반","126.982851214","37.571268464","[]","Point","","서울특별시 종로구 종로 47","서울특별시 종로구 공평동 100","03160","","자전거 편의시설","1082.572661","2022-01-10 17:47:32","2022-01-10 17:47:32","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1008","종로구 공기주입기_011","자전거 공기주입기","사용","일반","126.984155632","37.576088485","[]","Point","","서울특별시 종로구 율곡로 39","서울특별시 종로구 안국동 175-3","03061","","자전거 편의시설","1523.256321","2022-01-10 17:46:13","2022-01-10 17:46:13","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1009","종로구 공기주입기_006","자전거 공기주입기","사용","일반","126.974066114","37.575954956","[]","Point","","서울특별시 종로구 사직로 137","서울특별시 종로구 적선동 8-1","03044","","자전거 편의시설","1182.169547","2022-01-10 17:42:18","2022-01-10 17:42:18","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
